ticker,date,open,high,low,close,volume,dividends,stock_splits
FIHO12.MX,2020-12-01,4.1045063120747995,4.133009573289592,4.066501661754296,4.076002597808838,230498.0,0.0,0.0
FIHO12.MX,2020-12-02,4.0950045132900685,4.1330091598084495,4.0189952202533075,4.085503578186035,893797.0,0.0,0.0
FIHO12.MX,2020-12-03,4.104506013575763,4.104506013575763,4.009493941633064,4.028496265411377,1459730.0,0.0,0.0
FIHO12.MX,2020-12-04,4.085504128767034,4.085504128767034,4.009494372435731,4.018995761871338,2552626.0,0.0,0.0
FIHO12.MX,2020-12-07,4.076002382486887,4.076002382486887,3.990491697257424,3.999993085861206,244863.0,0.0,0.0
FIHO12.MX,2020-12-08,4.0474994771269746,4.066501802947005,4.009494372435731,4.018995761871338,547659.0,0.0,0.0
FIHO12.MX,2020-12-09,4.057000058330467,4.057000058330467,3.990491697257424,3.999993085861206,138576.0,0.0,0.0
FIHO12.MX,2020-12-10,3.990491979158179,4.142511036199784,3.990491979158179,4.009494304656982,1030062.0,0.0,0.0
FIHO12.MX,2020-12-11,4.076002301382727,4.076002301382727,4.009493941633064,4.028496265411377,263966.0,0.0,0.0
FIHO12.MX,2020-12-14,4.03799776743532,4.133009389000039,4.0189954431223756,4.123508453369141,803848.0,0.0,0.0
FIHO12.MX,2020-12-15,4.133009298000176,4.209018593578392,4.018995354632851,4.190016269683838,486738.0,0.0,0.0
FIHO12.MX,2020-12-16,4.209018817651151,4.313531831160657,4.180515556817479,4.304030895233154,357216.0,0.0,0.0
FIHO12.MX,2020-12-17,4.313532197734705,4.313532197734705,4.218520565129553,4.28502893447876,71370.0,0.0,0.0
FIHO12.MX,2020-12-18,4.313531365284016,4.370538333845567,4.133009071646883,4.152011394500732,258028.0,0.0,0.0
FIHO12.MX,2020-12-21,4.180515174885202,4.190016109944699,4.0284961364731675,4.161512851715088,626370.0,0.0,0.0
FIHO12.MX,2020-12-22,4.161513287555553,4.266025849411351,4.057000272648587,4.076002597808838,158364.0,0.0,0.0
FIHO12.MX,2020-12-23,4.171014082783685,4.171014082783685,4.066501524456557,4.133009433746338,242086.0,0.0,0.0
FIHO12.MX,2020-12-24,4.133009502018828,4.275527164788683,4.1140071771862585,4.142510890960693,300082.0,0.0,0.0
FIHO12.MX,2020-12-28,4.152011667238185,4.17101399134026,4.018995398523657,4.037997722625732,429442.0,0.0,0.0
FIHO12.MX,2020-12-29,4.0855036233541595,4.133009205501781,4.047498976415611,4.095004558563232,119277.0,0.0,0.0
FIHO12.MX,2020-12-30,4.123508592291049,4.133009528242035,4.047499292478504,4.066501617431641,53655.0,0.0,0.0
FIHO12.MX,2020-12-31,4.0855036233541595,4.161512917231257,4.066501299884885,4.095004558563232,178049.0,0.0,0.0
FIHO12.MX,2021-01-04,4.133009502018828,4.142510890960693,4.104506241295554,4.142510890960693,75269.0,0.0,0.0
FIHO12.MX,2021-01-05,4.171014347388533,4.275527365397013,4.161513411052043,4.256525039672852,56207.0,0.0,0.0
FIHO12.MX,2021-01-06,4.228021144866943,4.2375225338507985,4.180515559101153,4.228021144866943,109517.0,0.0,0.0
FIHO12.MX,2021-01-07,4.2470232654188145,4.3610376624829525,4.2470232654188145,4.351536273956299,60670.0,0.0,0.0
FIHO12.MX,2021-01-08,4.361037818873237,4.560562454576663,4.361037818873237,4.45604944229126,470609.0,0.0,0.0
FIHO12.MX,2021-01-11,4.4560498433757285,4.551061475345651,4.4560498433757285,4.522558212280273,220359.0,0.0,0.0
FIHO12.MX,2021-01-12,4.522557791875728,5.02611962103219,4.522557791875728,4.931107997894287,348494.0,0.0,0.0
FIHO12.MX,2021-01-13,5.026119301157413,5.4156671577565945,4.988114654320963,5.03562068939209,1404776.0,0.0,0.0
FIHO12.MX,2021-01-14,5.035621222025461,5.320656103447869,4.89310355478867,5.206642150878906,770098.0,0.0,0.0
FIHO12.MX,2021-01-15,5.273150214549388,5.548684144010772,5.225644177172812,5.47267484664917,924273.0,0.0,0.0
FIHO12.MX,2021-01-18,5.4916773193218456,5.843220555640147,5.4916773193218456,5.738707542419434,186541.0,0.0,0.0
FIHO12.MX,2021-01-19,5.757709571923161,6.042744883157937,5.634194240184681,5.767210960388184,780200.0,0.0,0.0
FIHO12.MX,2021-01-20,5.833718785356617,5.881224820911035,5.216142588404842,5.282650947570801,706073.0,0.0,0.0
FIHO12.MX,2021-01-21,5.216143160509892,5.510679888370174,5.035621292926234,5.140133857727051,235348.0,0.0,0.0
FIHO12.MX,2021-01-22,5.111630469969409,5.510679752814399,5.102129080829686,5.358660697937012,268917.0,0.0,0.0
FIHO12.MX,2021-01-25,5.368162155151367,5.4441714570283635,5.320656114952657,5.368162155151367,44306.0,0.0,0.0
FIHO12.MX,2021-01-26,5.311154866252512,5.311154866252512,5.178138142742865,5.235145568847656,334351.0,0.0,0.0
FIHO12.MX,2021-01-27,5.3206553002938755,5.3206553002938755,5.225643687495095,5.311154365539551,103046.0,0.0,0.0
FIHO12.MX,2021-01-28,5.225644292772485,5.282651267054773,5.225644292772485,5.254148006439209,147789.0,0.0,0.0
FIHO12.MX,2021-01-29,5.320656030423576,5.320656030423576,5.225644404586777,5.273150444030762,126876.0,0.0,0.0
FIHO12.MX,2021-02-02,5.2541478243119855,5.282651083939527,5.121131102546315,5.225644111633301,701904.0,0.0,0.0
FIHO12.MX,2021-02-03,5.2541478243119855,5.282651083939527,5.225644111633301,5.225644111633301,829546.0,0.0,0.0
